timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
14:46:37.232,-0.0,0.0,-0.0,-4.8,0.01,-0.08
14:46:37.240,-0.0,0.01,-0.0,-4.64,0.22,-0.26
14:46:37.247,0.0,0.0,-0.0,-4.4,-0.08,-0.02
14:46:37.254,-0.0,0.0,0.01,-4.58,-0.0,-0.15
14:46:37.261,0.0,-0.0,0.01,-4.56,0.03,-0.25
14:46:37.269,0.0,0.0,0.0,-4.74,0.06,-0.25
14:46:37.276,-0.0,0.0,-0.02,-4.56,0.05,-0.29
14:46:37.283,0.0,0.01,0.01,-4.43,0.02,-0.23
14:46:37.290,0.01,0.0,-0.0,-4.46,-0.03,-0.14
14:46:37.298,0.0,0.0,-0.0,-4.52,-0.05,-0.22
14:46:37.305,0.0,-0.0,-0.0,-4.45,0.13,-0.17
14:46:37.312,0.0,-0.0,0.0,-4.64,0.27,-0.31
14:46:37.319,0.01,0.02,0.0,-4.56,-0.0,-0.31
14:46:37.327,0.0,0.0,-0.0,-4.51,0.19,-0.06
14:46:37.334,0.0,0.02,-0.0,-4.62,0.1,-0.25
14:46:37.341,-0.01,0.01,-0.01,-4.71,0.14,-0.2
14:46:37.349,-0.0,-0.0,-0.0,-4.55,0.24,-0.12
14:46:37.356,-0.01,0.0,0.0,-4.49,-0.11,-0.37
14:46:37.363,-0.01,0.0,-0.0,-4.55,-0.06,-0.3
14:46:37.370,0.0,0.0,0.01,-4.48,0.01,-0.48
14:46:37.378,-0.0,-0.0,-0.01,-4.53,0.02,-0.37
14:46:37.385,0.01,0.01,-0.0,-4.45,0.06,-0.56
14:46:37.392,0.0,0.0,0.0,-4.47,-0.01,-0.35
14:46:37.400,0.0,0.0,0.0,-4.53,-0.15,-0.22
14:46:37.407,-0.0,0.0,0.01,-4.47,0.13,-0.39
14:46:37.414,-0.0,0.0,0.01,-4.39,0.09,-0.27
14:46:37.421,0.0,-0.0,0.01,-4.53,-1.7,-0.25
14:46:37.429,-0.0,0.0,-0.0,-4.55,0.1,-0.24
14:46:37.436,-0.0,0.0,0.01,-4.58,0.16,-0.4
14:46:37.444,-0.0,-0.0,-0.0,-4.43,-0.11,-0.22
14:46:37.451,-0.0,0.02,0.0,-4.5,0.04,-0.22
14:46:37.458,-0.01,0.0,0.0,-4.62,0.07,-0.06
14:46:37.466,-0.01,0.0,-0.0,-4.6,2.11,-0.26
14:46:37.473,-0.0,0.0,0.0,-4.55,0.11,-0.28
